Body,Head,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?c child ?a   ?c child ?d   ?b successor ?d,?a successor ?b,354,0.01694915254237288,0.02575107296137339,6,3,233,?a
?c child ?a   ?c child ?d   ?b mother ?d,?a successor ?b,354,0.014124293785310734,0.0641025641025641,5,3,78,?a
?c parent ?a   ?c parent ?d   ?d successor ?b,?a successor ?b,354,0.6045197740112994,0.9106382978723404,214,3,235,?a
?c parent ?a   ?c parent ?d   ?d predecessor ?b,?a successor ?b,354,0.01977401129943503,0.041666666666666664,7,3,168,?a
?c parent ?a   ?c parent ?d   ?d child ?b,?a successor ?b,354,0.3389830508474576,0.19047619047619047,120,3,630,?a
?c parent ?a   ?c parent ?d   ?d spouse ?b,?a successor ?b,354,0.01694915254237288,0.02181818181818182,6,3,275,?a
?c parent ?a   ?c parent ?d   ?b predecessor ?d,?a successor ?b,354,0.4689265536723164,0.8258706467661692,166,3,201,?a
?c parent ?a   ?c parent ?d   ?b father ?d,?a successor ?b,354,0.2570621468926554,0.457286432160804,91,3,199,?a
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.807909604519774,0.00044198007071681133,286,3,647088,?a
?c parent ?a   ?c parent ?d   ?b mother ?d,?a successor ?b,354,0.18926553672316385,0.4407894736842105,67,3,152,?a
?c parent ?a   ?c father ?d   ?d successor ?b,?a successor ?b,354,0.4548022598870056,0.9698795180722891,161,3,166,?a
?c parent ?a   ?c parent ?d   ?b spouse ?d,?a successor ?b,354,0.01694915254237288,0.021739130434782608,6,3,276,?a
?c parent ?a   ?c father ?d   ?d child ?b,?a successor ?b,354,0.23163841807909605,0.18510158013544017,82,3,443,?a
?c parent ?a   ?c father ?d   ?b predecessor ?d,?a successor ?b,354,0.3474576271186441,0.8848920863309353,123,3,139,?a
?c parent ?a   ?c father ?d   ?b father ?d,?a successor ?b,354,0.268361581920904,0.46798029556650245,95,3,203,?a
?c parent ?a   ?c father ?d   ?b parent ?d,?a successor ?b,354,0.2570621468926554,0.4595959595959596,91,3,198,?a
?c child ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.2288135593220339,0.0007917965962521628,81,3,102299,?a
?c parent ?a   ?c child ?d   ?d father ?b,?a successor ?b,354,0.1384180790960452,0.4049586776859504,49,3,121,?a
?c parent ?a   ?c child ?d   ?d parent ?b,?a successor ?b,354,0.1553672316384181,0.24336283185840707,55,3,226,?a
?c parent ?a   ?c child ?d   ?d predecessor ?b,?a successor ?b,354,0.13559322033898305,0.3287671232876712,48,3,146,?a
?c parent ?a   ?c child ?d   ?d mother ?b,?a successor ?b,354,0.022598870056497175,0.06896551724137931,8,3,116,?a
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.5790960451977402,0.00044171514759750054,205,3,464100,?a
?c parent ?a   ?c child ?d   ?b successor ?d,?a successor ?b,354,0.13559322033898305,0.32432432432432434,48,3,148,?a
?c parent ?a   ?c child ?d   ?b predecessor ?d,?a successor ?b,354,0.011299435028248588,0.029197080291970802,4,3,137,?a
?c parent ?a   ?c name ?d   ?d name ?b,?a successor ?b,354,0.011299435028248588,0.19047619047619047,4,3,21,?a
?c parent ?a   ?c child ?d   ?b child ?d,?a successor ?b,354,0.2457627118644068,0.2871287128712871,87,3,303,?a
?c parent ?a   ?c mother ?d   ?d successor ?b,?a successor ?b,354,0.07909604519774012,0.717948717948718,28,3,39,?a
?c parent ?a   ?c mother ?d   ?d child ?b,?a successor ?b,354,0.14124293785310735,0.15673981191222572,50,3,319,?a
?c parent ?a   ?c name ?d   ?b name ?d,?a successor ?b,354,0.2570621468926554,0.40444444444444444,91,3,225,?a
?c parent ?a   ?c mother ?d   ?b predecessor ?d,?a successor ?b,354,0.06497175141242938,0.6216216216216216,23,3,37,?a
?c parent ?a   ?c mother ?d   ?b mother ?d,?a successor ?b,354,0.2231638418079096,0.4438202247191011,79,3,178,?a
?c parent ?a   ?c mother ?d   ?b parent ?d,?a successor ?b,354,0.2033898305084746,0.45,72,3,160,?a
?c parent ?a   ?c spouse ?d   ?d successor ?b,?a successor ?b,354,0.011299435028248588,0.06451612903225806,4,3,62,?a
?c parent ?a   ?c spouse ?d   ?d spouse ?b,?a successor ?b,354,0.192090395480226,0.35978835978835977,68,3,189,?a
?c parent ?a   ?c spouse ?d   ?b predecessor ?d,?a successor ?b,354,0.011299435028248588,0.07142857142857142,4,3,56,?a
?c parent ?a   ?c spouse ?d   ?b spouse ?d,?a successor ?b,354,0.23728813559322035,0.38009049773755654,84,3,221,?a
?c parent ?a   ?c predecessor ?d   ?d successor ?b,?a successor ?b,354,0.327683615819209,0.7341772151898734,116,3,158,?a
?c parent ?a   ?c parent ?d   ?b parent ?d,?a successor ?b,354,0.3248587570621469,0.46558704453441296,115,3,247,?a
?c parent ?a   ?c predecessor ?d   ?d child ?b,?a successor ?b,354,0.19491525423728814,0.23469387755102042,69,3,294,?a
?c parent ?a   ?c predecessor ?d   ?d predecessor ?b,?a successor ?b,354,0.014124293785310734,0.04201680672268908,5,3,119,?a
?c parent ?a   ?c predecessor ?d   ?d parent ?b,?a successor ?b,354,0.011299435028248588,0.024096385542168676,4,3,166,?a
?c parent ?a   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b,354,0.3192090395480226,0.6848484848484848,113,3,165,?a
?c parent ?a   ?c predecessor ?d   ?b parent ?d,?a successor ?b,354,0.2598870056497175,0.6388888888888888,92,3,144,?a
?c parent ?a   ?c predecessor ?d   ?b father ?d,?a successor ?b,354,0.1807909604519774,0.5925925925925926,64,3,108,?a
?c parent ?a   ?c predecessor ?d   ?b successor ?d,?a successor ?b,354,0.01977401129943503,0.05303030303030303,7,3,132,?a
?c parent ?a   ?c predecessor ?d   ?b spouse ?d,?a successor ?b,354,0.011299435028248588,0.03333333333333333,4,3,120,?a
?c parent ?a   ?c successor ?d   ?d predecessor ?b,?a successor ?b,354,0.1807909604519774,0.48120300751879697,64,3,133,?a
?c parent ?a   ?c successor ?d   ?d parent ?b,?a successor ?b,354,0.12429378531073447,0.3283582089552239,44,3,134,?a
?c parent ?a   ?c successor ?d   ?d father ?b,?a successor ?b,354,0.1016949152542373,0.5373134328358209,36,3,67,?a
?c parent ?a   ?c successor ?d   ?d mother ?b,?a successor ?b,354,0.01694915254237288,0.0967741935483871,6,3,62,?a
?c parent ?a   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.2937853107344633,0.0013774651991364352,104,3,75501,?a
?c parent ?a   ?c predecessor ?d   ?b mother ?d,?a successor ?b,354,0.031073446327683617,0.44,11,3,25,?a
?c parent ?a   ?c successor ?d   ?b successor ?d,?a successor ?b,354,0.2344632768361582,0.5,83,3,166,?a
?c parent ?a   ?c successor ?d   ?b child ?d,?a successor ?b,354,0.1384180790960452,0.3828125,49,3,128,?a
?c mother ?a   ?c name ?d   ?b name ?d,?a successor ?b,354,0.031073446327683617,0.3793103448275862,11,3,29,?a
?c mother ?a   ?c parent ?d   ?d successor ?b,?a successor ?b,354,0.06497175141242938,0.6388888888888888,23,3,36,?a
?c mother ?a   ?c parent ?d   ?b predecessor ?d,?a successor ?b,354,0.0480225988700565,0.6071428571428571,17,3,28,?a
?c mother ?a   ?c parent ?d   ?d child ?b,?a successor ?b,354,0.031073446327683617,0.13253012048192772,11,3,83,?a
?c mother ?a   ?c parent ?d   ?b parent ?d,?a successor ?b,354,0.03672316384180791,0.3939393939393939,13,3,33,?a
?c mother ?a   ?c parent ?d   ?b mother ?d,?a successor ?b,354,0.025423728813559324,0.391304347826087,9,3,23,?a
?c mother ?a   ?c parent ?d   ?b father ?d,?a successor ?b,354,0.01694915254237288,0.3157894736842105,6,3,19,?a
?c mother ?a   ?c mother ?d   ?b predecessor ?d,?a successor ?b,354,0.05367231638418079,0.9047619047619048,19,3,21,?a
?c mother ?a   ?c mother ?d   ?d child ?b,?a successor ?b,354,0.02824858757062147,0.1388888888888889,10,3,72,?a
?c mother ?a   ?c mother ?d   ?b parent ?d,?a successor ?b,354,0.031073446327683617,0.39285714285714285,11,3,28,?a
?c mother ?a   ?c mother ?d   ?b mother ?d,?a successor ?b,354,0.031073446327683617,0.4230769230769231,11,3,26,?a
?c mother ?a   ?c mother ?d   ?b spouse ?d,?a successor ?b,354,0.011299435028248588,0.23529411764705882,4,3,17,?a
?c mother ?a   ?c child ?d   ?d parent ?b,?a successor ?b,354,0.011299435028248588,0.18181818181818182,4,3,22,?a
?c mother ?a   ?c child ?d   ?b child ?d,?a successor ?b,354,0.022598870056497175,0.23529411764705882,8,3,34,?a
?c mother ?a   ?c child ?d   ?b successor ?d,?a successor ?b,354,0.011299435028248588,0.5,4,3,8,?a
?c mother ?a   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.03954802259887006,0.00151367715428695,14,3,9249,?a
?c mother ?a   ?c father ?d   ?d successor ?b,?a successor ?b,354,0.022598870056497175,0.5,8,3,16,?a
?c mother ?a   ?c father ?d   ?d child ?b,?a successor ?b,354,0.014124293785310734,0.10638297872340426,5,3,47,?a
?c mother ?a   ?c father ?d   ?b father ?d,?a successor ?b,354,0.025423728813559324,0.391304347826087,9,3,23,?a
?c mother ?a   ?c father ?d   ?b parent ?d,?a successor ?b,354,0.01977401129943503,0.30434782608695654,7,3,23,?a
?c mother ?a   ?c mother ?d   ?d successor ?b,?a successor ?b,354,0.07062146892655367,1.0,25,3,25,?a
?c mother ?a   ?c father ?d   ?b predecessor ?d,?a successor ?b,354,0.014124293785310734,0.38461538461538464,5,3,13,?a
?c mother ?a   ?c spouse ?d   ?d spouse ?b,?a successor ?b,354,0.022598870056497175,0.2857142857142857,8,3,28,?a
?c mother ?a   ?c spouse ?d   ?b spouse ?d,?a successor ?b,354,0.025423728813559324,0.3103448275862069,9,3,29,?a
?c mother ?a   ?c predecessor ?d   ?d child ?b,?a successor ?b,354,0.022598870056497175,0.23529411764705882,8,3,34,?a
?c mother ?a   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b,354,0.02824858757062147,0.6666666666666666,10,3,15,?a
?c mother ?a   ?c predecessor ?d   ?b parent ?d,?a successor ?b,354,0.025423728813559324,0.8181818181818182,9,3,11,?a
?c mother ?a   ?c predecessor ?d   ?b mother ?d,?a successor ?b,354,0.025423728813559324,0.75,9,3,12,?a
?c mother ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.03954802259887006,0.0012296881862099253,14,3,11385,?a
?c mother ?a   ?c successor ?d   ?d parent ?b,?a successor ?b,354,0.01694915254237288,0.4,6,3,15,?a
?c mother ?a   ?c successor ?d   ?d predecessor ?b,?a successor ?b,354,0.014124293785310734,0.38461538461538464,5,3,13,?a
?c mother ?a   ?c predecessor ?d   ?d successor ?b,?a successor ?b,354,0.02824858757062147,0.7142857142857143,10,3,14,?a
?c mother ?a   ?c successor ?d   ?b child ?d,?a successor ?b,354,0.014124293785310734,0.35714285714285715,5,3,14,?a
?c mother ?a   ?c successor ?d   ?d father ?b,?a successor ?b,354,0.014124293785310734,0.625,5,3,8,?a
?c father ?a   ?c father ?d   ?d successor ?b,?a successor ?b,354,0.5084745762711864,1.0,180,3,180,?a
?c father ?a   ?c father ?d   ?d child ?b,?a successor ?b,354,0.2598870056497175,0.19491525423728814,92,3,472,?a
?c mother ?a   ?c successor ?d   ?b successor ?d,?a successor ?b,354,0.025423728813559324,0.47368421052631576,9,3,19,?a
?c father ?a   ?c father ?d   ?b predecessor ?d,?a successor ?b,354,0.4011299435028249,0.9281045751633987,142,3,153,?a
?c father ?a   ?c father ?d   ?b father ?d,?a successor ?b,354,0.288135593220339,0.49038461538461536,102,3,208,?a
?c father ?a   ?c father ?d   ?b parent ?d,?a successor ?b,354,0.2401129943502825,0.47752808988764045,85,3,178,?a
?c parent ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.3135593220338983,0.0009368511672659138,111,3,118482,?a
?c father ?a   ?c name ?d   ?d name ?b,?a successor ?b,354,0.011299435028248588,0.2222222222222222,4,3,18,?a
?c father ?a   ?c name ?d   ?b name ?d,?a successor ?b,354,0.23163841807909605,0.38317757009345793,82,3,214,?a
?c father ?a   ?c parent ?d   ?d successor ?b,?a successor ?b,354,0.4350282485875706,0.9447852760736196,154,3,163,?a
?c father ?a   ?c parent ?d   ?b predecessor ?d,?a successor ?b,354,0.3474576271186441,0.8661971830985915,123,3,142,?a
?c father ?a   ?c parent ?d   ?d child ?b,?a successor ?b,354,0.268361581920904,0.1934826883910387,95,3,491,?a
?c father ?a   ?c parent ?d   ?b parent ?d,?a successor ?b,354,0.2796610169491525,0.47368421052631576,99,3,209,?a
?c father ?a   ?c parent ?d   ?b father ?d,?a successor ?b,354,0.2401129943502825,0.4748603351955307,85,3,179,?a
?c father ?a   ?c parent ?d   ?b mother ?d,?a successor ?b,354,0.16666666666666666,0.4609375,59,3,128,?a
?c father ?a   ?c child ?d   ?d parent ?b,?a successor ?b,354,0.1440677966101695,0.2512315270935961,51,3,203,?a
?c father ?a   ?c child ?d   ?d father ?b,?a successor ?b,354,0.1384180790960452,0.47572815533980584,49,3,103,?a
?c father ?a   ?c child ?d   ?d predecessor ?b,?a successor ?b,354,0.1271186440677966,0.39473684210526316,45,3,114,?a
?c father ?a   ?c child ?d   ?d mother ?b,?a successor ?b,354,0.011299435028248588,0.04081632653061224,4,3,98,?a
?c father ?a   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.2598870056497175,0.001390274125789585,92,3,66174,?a
?c father ?a   ?c child ?d   ?b child ?d,?a successor ?b,354,0.2175141242937853,0.308,77,3,250,?a
?c father ?a   ?c child ?d   ?b successor ?d,?a successor ?b,354,0.12429378531073447,0.36065573770491804,44,3,122,?a
?c father ?a   ?c mother ?d   ?d child ?b,?a successor ?b,354,0.12429378531073447,0.1732283464566929,44,3,254,?a
?c father ?a   ?c mother ?d   ?d successor ?b,?a successor ?b,354,0.022598870056497175,0.42105263157894735,8,3,19,?a
?c father ?a   ?c mother ?d   ?b mother ?d,?a successor ?b,354,0.2062146892655367,0.46496815286624205,73,3,157,?a
?c father ?a   ?c mother ?d   ?b parent ?d,?a successor ?b,354,0.1807909604519774,0.4740740740740741,64,3,135,?a
?c father ?a   ?c mother ?d   ?b predecessor ?d,?a successor ?b,354,0.01977401129943503,0.3888888888888889,7,3,18,?a
?c father ?a   ?c predecessor ?d   ?d successor ?b,?a successor ?b,354,0.2994350282485876,0.7737226277372263,106,3,137,?a
?c father ?a   ?c predecessor ?d   ?d child ?b,?a successor ?b,354,0.16666666666666666,0.22180451127819548,59,3,266,?a
?c father ?a   ?c predecessor ?d   ?b father ?d,?a successor ?b,354,0.2231638418079096,0.6583333333333333,79,3,120,?a
?c father ?a   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b,354,0.2909604519774011,0.7202797202797203,103,3,143,?a
?c father ?a   ?c predecessor ?d   ?b parent ?d,?a successor ?b,354,0.1864406779661017,0.6111111111111112,66,3,108,?a
?c father ?a   ?c predecessor ?d   ?b mother ?d,?a successor ?b,354,0.014124293785310734,0.35714285714285715,5,3,14,?a
?c father ?a   ?c spouse ?d   ?d spouse ?b,?a successor ?b,354,0.17796610169491525,0.3888888888888889,63,3,162,?a
?c father ?a   ?c spouse ?d   ?b spouse ?d,?a successor ?b,354,0.20903954802259886,0.38341968911917096,74,3,193,?a
?c father ?a   ?c successor ?d   ?d predecessor ?b,?a successor ?b,354,0.1751412429378531,0.543859649122807,62,3,114,?a
?c father ?a   ?c successor ?d   ?d parent ?b,?a successor ?b,354,0.11016949152542373,0.3305084745762712,39,3,118,?a
?c father ?a   ?c successor ?d   ?d father ?b,?a successor ?b,354,0.0903954802259887,0.5714285714285714,32,3,56,?a
?c father ?a   ?c successor ?d   ?d mother ?b,?a successor ?b,354,0.011299435028248588,0.0784313725490196,4,3,51,?a
?c father ?a   ?c successor ?d   ?b successor ?d,?a successor ?b,354,0.2175141242937853,0.5310344827586206,77,3,145,?a
?c father ?a   ?c successor ?d   ?b child ?d,?a successor ?b,354,0.12146892655367232,0.3944954128440367,43,3,109,?a
?c marriedTo ?a   ?c marriedTo ?d   ?d successor ?b,?a successor ?b,354,0.031073446327683617,1.0,11,3,11,?a
?c marriedTo ?a   ?c marriedTo ?d   ?d child ?b,?a successor ?b,354,0.01694915254237288,0.375,6,3,16,?a
?c marriedTo ?a   ?c marriedTo ?d   ?b predecessor ?d,?a successor ?b,354,0.025423728813559324,1.0,9,3,9,?a
?c marriedTo ?a   ?c marriedTo ?d   ?b parent ?d,?a successor ?b,354,0.014124293785310734,1.0,5,3,5,?a
?c marriedTo ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.031073446327683617,0.000592544710191769,11,3,18564,?a
?c father ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.2401129943502825,0.0008512257651017465,85,3,99856,?a
?c name ?a   ?c name ?d   ?d successor ?b,?a successor ?b,354,0.0480225988700565,1.0,17,3,17,?a
?c name ?a   ?c name ?d   ?b predecessor ?d,?a successor ?b,354,0.03389830508474576,0.8,12,3,15,?a
?c name ?a   ?c name ?d   ?d child ?b,?a successor ?b,354,0.01694915254237288,0.17647058823529413,6,3,34,?a
?c name ?a   ?c name ?d   ?b parent ?d,?a successor ?b,354,0.014124293785310734,0.4166666666666667,5,3,12,?a
?c name ?a   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.01977401129943503,0.001372279945108802,7,3,5101,?a
?c name ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.01694915254237288,0.0008216926869350862,6,3,7302,?a
?c mother ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.07062146892655367,0.000471342383107089,25,3,53040,?a
?a child ?c   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.24293785310734464,0.0012004801920768306,86,3,71638,?a
?a child ?c   ?c child ?d   ?d parent ?b,?a successor ?b,354,0.1271186440677966,0.22727272727272727,45,3,198,?a
?a child ?c   ?c child ?d   ?d father ?b,?a successor ?b,354,0.12429378531073447,0.4036697247706422,44,3,109,?a
?a child ?c   ?c child ?d   ?d predecessor ?b,?a successor ?b,354,0.11299435028248588,0.32786885245901637,40,3,122,?a
?a child ?c   ?c child ?d   ?d mother ?b,?a successor ?b,354,0.014124293785310734,0.05154639175257732,5,3,97,?a
?a child ?c   ?c child ?d   ?b child ?d,?a successor ?b,354,0.21468926553672316,0.29343629343629346,76,3,259,?a
?a child ?c   ?c child ?d   ?b successor ?d,?a successor ?b,354,0.11581920903954802,0.328,41,3,125,?a
?a child ?c   ?c parent ?d   ?d successor ?b,?a successor ?b,354,0.403954802259887,0.8614457831325302,143,3,166,?a
?a child ?c   ?c parent ?d   ?d child ?b,?a successor ?b,354,0.3163841807909605,0.2003577817531306,112,3,559,?a
?a child ?c   ?c parent ?d   ?d spouse ?b,?a successor ?b,354,0.014124293785310734,0.024154589371980676,5,3,207,?a
?a child ?c   ?c parent ?d   ?b predecessor ?d,?a successor ?b,354,0.3361581920903955,0.8040540540540541,119,3,148,?a
?a child ?c   ?c parent ?d   ?b parent ?d,?a successor ?b,354,0.24293785310734464,0.4236453201970443,86,3,203,?a
?a child ?c   ?c parent ?d   ?b father ?d,?a successor ?b,354,0.16666666666666666,0.3959731543624161,59,3,149,?a
?a child ?c   ?c parent ?d   ?b mother ?d,?a successor ?b,354,0.1497175141242938,0.40458015267175573,53,3,131,?a
?c parent ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.6045197740112994,0.0004433726153183167,214,3,482664,?a
?a child ?c   ?c parent ?d   ?b spouse ?d,?a successor ?b,354,0.01694915254237288,0.028985507246376812,6,3,207,?a
?a child ?c   ?c father ?d   ?d successor ?b,?a successor ?b,354,0.3700564971751412,0.9424460431654677,131,3,139,?a
?a child ?c   ?c father ?d   ?d child ?b,?a successor ?b,354,0.268361581920904,0.1934826883910387,95,3,491,?a
?a child ?c   ?c father ?d   ?b predecessor ?d,?a successor ?b,354,0.2966101694915254,0.860655737704918,105,3,122,?a
?a child ?c   ?c father ?d   ?b father ?d,?a successor ?b,354,0.2062146892655367,0.41714285714285715,73,3,175,?a
?a child ?c   ?c father ?d   ?b parent ?d,?a successor ?b,354,0.16666666666666666,0.4013605442176871,59,3,147,?a
?c father ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.5084745762711864,0.000435085276714236,180,3,413712,?a
?a child ?c   ?c spouse ?d   ?d child ?b,?a successor ?b,354,0.01694915254237288,0.016483516483516484,6,3,364,?a
?a child ?c   ?c spouse ?d   ?d spouse ?b,?a successor ?b,354,0.1638418079096045,0.2761904761904762,58,3,210,?a
