Body,Head,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a name ?c   ?c mother ?d   ?d spouse ?b,?a father ?b,561,0.05525846702317291,0.8157894736842105,31,3,38,?a
?a name ?c   ?c mother ?d   ?b spouse ?d,?a father ?b,561,0.049910873440285206,0.7777777777777778,28,3,36,?a
?a name ?c   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.017825311942959002,0.00038211692777990065,10,3,26170,?a
?a name ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.0570409982174688,0.0006409229290177856,32,3,49928,?a
?a mother ?c   ?c child ?d   ?d father ?b,?a father ?b,561,0.24420677361853832,0.9927536231884058,137,3,138,?a
?a mother ?c   ?c child ?d   ?d predecessor ?b,?a father ?b,561,0.10160427807486631,0.4789915966386555,57,3,119,?a
?a mother ?c   ?c child ?d   ?d parent ?b,?a father ?b,561,0.1925133689839572,0.48214285714285715,108,3,224,?a
?a mother ?c   ?c child ?d   ?b successor ?d,?a father ?b,561,0.10338680926916222,0.4603174603174603,58,3,126,?a
?a mother ?c   ?c child ?d   ?b child ?d,?a father ?b,561,0.1568627450980392,0.3562753036437247,88,3,247,?a
?a mother ?c   ?c name ?d   ?d spouse ?b,?a father ?b,561,0.0855614973262032,0.8135593220338984,48,3,59,?a
?a mother ?c   ?c successor ?d   ?d father ?b,?a father ?b,561,0.017825311942959002,0.625,10,3,16,?a
?a mother ?c   ?c name ?d   ?b spouse ?d,?a father ?b,561,0.0784313725490196,0.7719298245614035,44,3,57,?a
?a mother ?c   ?c successor ?d   ?d predecessor ?b,?a father ?b,561,0.012477718360071301,0.1891891891891892,7,3,37,?a
?a mother ?c   ?c successor ?d   ?d parent ?b,?a father ?b,561,0.012477718360071301,0.2413793103448276,7,3,29,?a
?a mother ?c   ?c successor ?d   ?b successor ?d,?a father ?b,561,0.0196078431372549,0.24444444444444444,11,3,45,?a
?a predecessor ?c   ?c successor ?d   ?d father ?b,?a father ?b,561,0.22459893048128343,0.8513513513513513,126,3,148,?a
?a predecessor ?c   ?c successor ?d   ?d parent ?b,?a father ?b,561,0.16934046345811052,0.41304347826086957,95,3,230,?a
?a predecessor ?c   ?c successor ?d   ?d predecessor ?b,?a father ?b,561,0.14795008912655971,0.4256410256410256,83,3,195,?a
?a predecessor ?c   ?c successor ?d   ?b successor ?d,?a father ?b,561,0.1586452762923351,0.42995169082125606,89,3,207,?a
?a predecessor ?c   ?c successor ?d   ?b child ?d,?a father ?b,561,0.12834224598930483,0.496551724137931,72,3,145,?a
?a predecessor ?c   ?c parent ?d   ?d child ?b,?a father ?b,561,0.09803921568627451,0.15151515151515152,55,3,363,?a
?a predecessor ?c   ?c parent ?d   ?d successor ?b,?a father ?b,561,0.0659536541889483,0.42528735632183906,37,3,87,?a
?a predecessor ?c   ?c parent ?d   ?b parent ?d,?a father ?b,561,0.16934046345811052,0.4846938775510204,95,3,196,?a
?a predecessor ?c   ?c parent ?d   ?b father ?d,?a father ?b,561,0.0962566844919786,0.4426229508196721,54,3,122,?a
?a mother ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.3315508021390374,0.0009233518665607625,186,3,201440,?a
?a predecessor ?c   ?c parent ?d   ?b mother ?d,?a father ?b,561,0.09269162210338681,0.45614035087719296,52,3,114,?a
?a predecessor ?c   ?c predecessor ?d   ?d successor ?b,?a father ?b,561,0.09982174688057041,0.4057971014492754,56,3,138,?a
?a predecessor ?c   ?c parent ?d   ?b predecessor ?d,?a father ?b,561,0.07308377896613191,0.4606741573033708,41,3,89,?a
?a predecessor ?c   ?c predecessor ?d   ?d father ?b,?a father ?b,561,0.012477718360071301,0.08641975308641975,7,3,81,?a
?a predecessor ?c   ?c predecessor ?d   ?d child ?b,?a father ?b,561,0.06060606060606061,0.09523809523809523,34,3,357,?a
?a predecessor ?c   ?c predecessor ?d   ?b predecessor ?d,?a father ?b,561,0.13012477718360071,0.4506172839506173,73,3,162,?a
?a predecessor ?c   ?c predecessor ?d   ?b parent ?d,?a father ?b,561,0.0748663101604278,0.34710743801652894,42,3,121,?a
?a predecessor ?c   ?c predecessor ?d   ?b father ?d,?a father ?b,561,0.0677361853832442,0.3275862068965517,38,3,116,?a
?a predecessor ?c   ?c name ?d   ?b name ?d,?a father ?b,561,0.1568627450980392,0.5827814569536424,88,3,151,?a
?a predecessor ?c   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.16399286987522282,0.0017689926356067452,92,3,52007,?a
?a predecessor ?c   ?c child ?d   ?d father ?b,?a father ?b,561,0.1408199643493761,0.8681318681318682,79,3,91,?a
?a predecessor ?c   ?c child ?d   ?d predecessor ?b,?a father ?b,561,0.12299465240641712,0.5655737704918032,69,3,122,?a
?a predecessor ?c   ?c child ?d   ?d parent ?b,?a father ?b,561,0.1140819964349376,0.42105263157894735,64,3,152,?a
?a predecessor ?c   ?c child ?d   ?b child ?d,?a father ?b,561,0.1497326203208556,0.5384615384615384,84,3,156,?a
?a predecessor ?c   ?c child ?d   ?b successor ?d,?a father ?b,561,0.0944741532976827,0.49074074074074076,53,3,108,?a
?a predecessor ?c   ?c father ?d   ?d child ?b,?a father ?b,561,0.0659536541889483,0.148,37,3,250,?a
?a predecessor ?c   ?c father ?d   ?d successor ?b,?a father ?b,561,0.0659536541889483,0.5285714285714286,37,3,70,?a
?a predecessor ?c   ?c father ?d   ?b father ?d,?a father ?b,561,0.1319073083778966,0.4900662251655629,74,3,151,?a
?a predecessor ?c   ?c father ?d   ?b parent ?d,?a father ?b,561,0.0962566844919786,0.46956521739130436,54,3,115,?a
?a predecessor ?c   ?c father ?d   ?b predecessor ?d,?a father ?b,561,0.06417112299465241,0.5217391304347826,36,3,69,?a
?a predecessor ?c   ?c spouse ?d   ?d spouse ?b,?a father ?b,561,0.1140819964349376,0.5289256198347108,64,3,121,?a
?a predecessor ?c   ?c spouse ?d   ?b spouse ?d,?a father ?b,561,0.13012477718360071,0.5407407407407407,73,3,135,?a
?a predecessor ?c   ?c mother ?d   ?d child ?b,?a father ?b,561,0.0392156862745098,0.12021857923497267,22,3,183,?a
?a predecessor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.19073083778966132,0.0007654612440533676,107,3,139785,?a
?a predecessor ?c   ?c mother ?d   ?b mother ?d,?a father ?b,561,0.11229946524064172,0.5080645161290323,63,3,124,?a
?a predecessor ?c   ?c mother ?d   ?b parent ?d,?a father ?b,561,0.09269162210338681,0.46846846846846846,52,3,111,?a
?a predecessor ?c   ?c mother ?d   ?b predecessor ?d,?a father ?b,561,0.0106951871657754,0.46153846153846156,6,3,13,?a
?a marriedTo ?c   ?c marriedTo ?d   ?d parent ?b,?a father ?b,561,0.0142602495543672,0.7272727272727273,8,3,11,?a
?a marriedTo ?c   ?c marriedTo ?d   ?d father ?b,?a father ?b,561,0.0142602495543672,1.0,8,3,8,?a
?a marriedTo ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.0142602495543672,0.0003770739064856712,8,3,21216,?a
?c spouse ?a   ?c spouse ?d   ?d gender ?b,?a gender ?b,892,0.6446188340807175,0.9896729776247849,575,3,581,?a
?c spouse ?a   ?c parent ?d   ?d gender ?b,?a gender ?b,892,0.2802690582959641,0.5399568034557235,250,3,463,?a
?c spouse ?a   ?c father ?d   ?d gender ?b,?a gender ?b,892,0.1412556053811659,0.4581818181818182,126,3,275,?a
?a father ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,1.0,0.0003770739064856712,561,3,1487772,?a
?c spouse ?a   ?c mother ?d   ?d gender ?b,?a gender ?b,892,0.15022421524663676,0.5982142857142857,134,3,224,?a
?c spouse ?a   ?c child ?d   ?d gender ?b,?a gender ?b,892,0.08183856502242152,0.32882882882882886,73,3,222,?a
?c spouse ?a   ?c successor ?d   ?d gender ?b,?a gender ?b,892,0.023542600896860985,0.2079207920792079,21,3,101,?a
?c spouse ?a   ?c predecessor ?d   ?d gender ?b,?a gender ?b,892,0.02242152466367713,0.19230769230769232,20,3,104,?a
?c parent ?a   ?c name ?d   ?d gender ?b,?a gender ?b,892,0.04484304932735426,0.5194805194805194,40,3,77,?a
?c name ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b,358,0.04189944134078212,0.0005656108597285068,15,3,26520,?a
?c parent ?a   ?c father ?d   ?d gender ?b,?a gender ?b,892,0.35874439461883406,0.6165703275529865,320,3,519,?a
?c parent ?a   ?c spouse ?d   ?d gender ?b,?a gender ?b,892,0.2679372197309417,0.5431818181818182,239,3,440,?a
?c parent ?a   ?c parent ?d   ?d gender ?b,?a gender ?b,892,0.7410313901345291,0.641747572815534,661,3,1030,?a
?c parent ?a   ?c predecessor ?d   ?d gender ?b,?a gender ?b,892,0.1132286995515695,0.5580110497237569,101,3,181,?a
?c parent ?a   ?c mother ?d   ?d gender ?b,?a gender ?b,892,0.265695067264574,0.5473441108545035,237,3,433,?a
?c parent ?a   ?c successor ?d   ?d gender ?b,?a gender ?b,892,0.08520179372197309,0.5277777777777778,76,3,144,?a
?c parent ?a   ?c child ?d   ?d gender ?b,?a gender ?b,892,0.2163677130044843,0.48737373737373735,193,3,396,?a
?a child ?c   ?c parent ?d   ?d father ?b,?a father ?b,561,0.36185383244206776,0.6677631578947368,203,3,304,?a
?a child ?c   ?c parent ?d   ?d parent ?b,?a father ?b,561,0.26916221033868093,0.3178947368421053,151,3,475,?a
?a child ?c   ?c parent ?d   ?d predecessor ?b,?a father ?b,561,0.08912655971479501,0.3225806451612903,50,3,155,?a
?a child ?c   ?c parent ?d   ?b child ?d,?a father ?b,561,0.1746880570409982,0.32666666666666666,98,3,300,?a
?a child ?c   ?c parent ?d   ?b successor ?d,?a father ?b,561,0.09090909090909091,0.3128834355828221,51,3,163,?a
?a child ?c   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.20320855614973263,0.000981404958677686,114,3,116160,?a
?a child ?c   ?c father ?d   ?d father ?b,?a father ?b,561,0.2014260249554367,0.7197452229299363,113,3,157,?a
?a child ?c   ?c father ?d   ?d predecessor ?b,?a father ?b,561,0.08377896613190731,0.3357142857142857,47,3,140,?a
?a child ?c   ?c father ?d   ?d parent ?b,?a father ?b,561,0.1443850267379679,0.3176470588235294,81,3,255,?a
?a child ?c   ?c father ?d   ?b successor ?d,?a father ?b,561,0.0873440285204991,0.32450331125827814,49,3,151,?a
?a child ?c   ?c father ?d   ?b child ?d,?a father ?b,561,0.12834224598930483,0.4311377245508982,72,3,167,?a
?a child ?c   ?c mother ?d   ?d father ?b,?a father ?b,561,0.17290552584670232,0.6736111111111112,97,3,144,?a
?a child ?c   ?c mother ?d   ?d parent ?b,?a father ?b,561,0.12834224598930483,0.3333333333333333,72,3,216,?a
?a child ?c   ?c mother ?d   ?b child ?d,?a father ?b,561,0.05169340463458111,0.20863309352517986,29,3,139,?a
?a child ?c   ?c predecessor ?d   ?d father ?b,?a father ?b,561,0.14616755793226383,0.5857142857142857,82,3,140,?a
?a child ?c   ?c predecessor ?d   ?d parent ?b,?a father ?b,561,0.10695187165775401,0.2510460251046025,60,3,239,?a
?a child ?c   ?c predecessor ?d   ?d predecessor ?b,?a father ?b,561,0.0784313725490196,0.26993865030674846,44,3,163,?a
?a child ?c   ?c predecessor ?d   ?b child ?d,?a father ?b,561,0.08912655971479501,0.2777777777777778,50,3,180,?a
?a child ?c   ?c predecessor ?d   ?b successor ?d,?a father ?b,561,0.08021390374331551,0.2556818181818182,45,3,176,?a
?a successor ?c   ?c predecessor ?d   ?d father ?b,?a father ?b,561,0.22281639928698752,0.8620689655172413,125,3,145,?a
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.29590017825311943,0.0003770739064856712,166,3,440232,?a
?a successor ?c   ?c predecessor ?d   ?d parent ?b,?a father ?b,561,0.1711229946524064,0.4067796610169492,96,3,236,?a
?a successor ?c   ?c predecessor ?d   ?d predecessor ?b,?a father ?b,561,0.1051693404634581,0.35542168674698793,59,3,166,?a
?a successor ?c   ?c predecessor ?d   ?b child ?d,?a father ?b,561,0.11586452762923351,0.40372670807453415,65,3,161,?a
?a successor ?c   ?c predecessor ?d   ?b successor ?d,?a father ?b,561,0.11229946524064172,0.36,63,3,175,?a
?a successor ?c   ?c parent ?d   ?d father ?b,?a father ?b,561,0.14260249554367202,0.6153846153846154,80,3,130,?a
?a successor ?c   ?c parent ?d   ?d parent ?b,?a father ?b,561,0.11229946524064172,0.28378378378378377,63,3,222,?a
?a successor ?c   ?c parent ?d   ?d predecessor ?b,?a father ?b,561,0.05525846702317291,0.3563218390804598,31,3,87,?a
?a successor ?c   ?c parent ?d   ?b successor ?d,?a father ?b,561,0.07130124777183601,0.40816326530612246,40,3,98,?a
?a successor ?c   ?c parent ?d   ?b child ?d,?a father ?b,561,0.06417112299465241,0.28346456692913385,36,3,127,?a
?a successor ?c   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.1140819964349376,0.0014815157758281442,64,3,43199,?a
?a successor ?c   ?c father ?d   ?d father ?b,?a father ?b,561,0.13012477718360071,0.8795180722891566,73,3,83,?a
?a successor ?c   ?c father ?d   ?d parent ?b,?a father ?b,561,0.10160427807486631,0.40425531914893614,57,3,141,?a
?a successor ?c   ?c father ?d   ?d predecessor ?b,?a father ?b,561,0.0481283422459893,0.375,27,3,72,?a
?a successor ?c   ?c father ?d   ?b child ?d,?a father ?b,561,0.06060606060606061,0.4533333333333333,34,3,75,?a
?a successor ?c   ?c father ?d   ?b successor ?d,?a father ?b,561,0.058823529411764705,0.4177215189873418,33,3,79,?a
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.6078431372549019,0.0003770739064856712,341,3,904332,?a
?a successor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.13012477718360071,0.00056880605271975,73,3,128339,?a
?a spouse ?c   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.23529411764705882,0.0008989314973338509,132,3,146841,?a
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.8163992869875223,0.0003770739064856712,458,3,1214616,?a
?a spouse ?c   ?c spouse ?d   ?d father ?b,?a father ?b,561,0.5436720142602496,0.8591549295774648,305,3,355,?a
?a spouse ?c   ?c spouse ?d   ?d predecessor ?b,?a father ?b,561,0.1140819964349376,0.46715328467153283,64,3,137,?a
?a spouse ?c   ?c spouse ?d   ?d parent ?b,?a father ?b,561,0.40998217468805703,0.4448742746615087,230,3,517,?a
?a spouse ?c   ?c spouse ?d   ?b successor ?d,?a father ?b,561,0.11229946524064172,0.4228187919463087,63,3,149,?a
?a spouse ?c   ?c successor ?d   ?d father ?b,?a father ?b,561,0.0106951871657754,0.07894736842105263,6,3,76,?a
?a spouse ?c   ?c spouse ?d   ?b child ?d,?a father ?b,561,0.21212121212121213,0.42805755395683454,119,3,278,?a
?a spouse ?c   ?c successor ?d   ?b child ?d,?a father ?b,561,0.0106951871657754,0.041666666666666664,6,3,144,?a
?a successor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.2905525846702317,0.0003770739064856712,163,3,432276,?a
?a spouse ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.32976827094474154,0.0007713347008889111,185,3,239844,?a
?c child ?a   ?c parent ?d   ?d child ?b,?a father ?b,561,0.20855614973262032,0.1132623426911907,117,3,1033,?a
?c child ?a   ?c parent ?d   ?d successor ?b,?a father ?b,561,0.12477718360071301,0.3645833333333333,70,3,192,?a
?c child ?a   ?c parent ?d   ?b parent ?d,?a father ?b,561,0.3315508021390374,0.4142538975501114,186,3,449,?a
?c child ?a   ?c parent ?d   ?b mother ?d,?a father ?b,561,0.19073083778966132,0.4099616858237548,107,3,261,?a
?c child ?a   ?c parent ?d   ?b father ?d,?a father ?b,561,0.19073083778966132,0.3614864864864865,107,3,296,?a
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.9055258467023173,0.0003770739064856712,508,3,1347216,?a
?c child ?a   ?c parent ?d   ?b predecessor ?d,?a father ?b,561,0.11764705882352941,0.3687150837988827,66,3,179,?a
?c child ?a   ?c child ?d   ?d father ?b,?a father ?b,561,0.49376114081996436,0.9857651245551602,277,3,281,?a
?c child ?a   ?c child ?d   ?d parent ?b,?a father ?b,561,0.4028520499108734,0.48812095032397407,226,3,463,?a
?c child ?a   ?c child ?d   ?d predecessor ?b,?a father ?b,561,0.24420677361853832,0.5055350553505535,137,3,271,?a
?c child ?a   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.26559714795008915,0.0012513647434282355,149,3,119070,?a
?c child ?a   ?c name ?d   ?d spouse ?b,?a father ?b,561,0.0570409982174688,0.7804878048780488,32,3,41,?a
?c child ?a   ?c child ?d   ?b successor ?d,?a father ?b,561,0.23351158645276293,0.4763636363636364,131,3,275,?a
?c child ?a   ?c child ?d   ?b child ?d,?a father ?b,561,0.38324420677361853,0.5231143552311436,215,3,411,?a
?c child ?a   ?c name ?d   ?b spouse ?d,?a father ?b,561,0.06060606060606061,0.723404255319149,34,3,47,?a
?c child ?a   ?c name ?d   ?b name ?d,?a father ?b,561,0.29233511586452765,0.4194373401534527,164,3,391,?a
?c child ?a   ?c father ?d   ?d successor ?b,?a father ?b,561,0.12477718360071301,0.42424242424242425,70,3,165,?a
?c child ?a   ?c father ?d   ?d child ?b,?a father ?b,561,0.1622103386809269,0.1276297335203366,91,3,713,?a
?c child ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.33868092691622104,0.0010796497388952343,190,3,175983,?a
?c child ?a   ?c father ?d   ?b father ?d,?a father ?b,561,0.2638146167557932,0.3894736842105263,148,3,380,?a
?c child ?a   ?c father ?d   ?b predecessor ?d,?a father ?b,561,0.11229946524064172,0.40384615384615385,63,3,156,?a
?c child ?a   ?c mother ?d   ?d child ?b,?a father ?b,561,0.0748663101604278,0.07567567567567568,42,3,555,?a
?c child ?a   ?c father ?d   ?b parent ?d,?a father ?b,561,0.19073083778966132,0.3664383561643836,107,3,292,?a
?c child ?a   ?c spouse ?d   ?d successor ?b,?a father ?b,561,0.0142602495543672,0.08247422680412371,8,3,97,?a
?c child ?a   ?c mother ?d   ?b parent ?d,?a father ?b,561,0.19073083778966132,0.41312741312741313,107,3,259,?a
?c child ?a   ?c mother ?d   ?b mother ?d,?a father ?b,561,0.22103386809269163,0.4161073825503356,124,3,298,?a
?c child ?a   ?c spouse ?d   ?d spouse ?b,?a father ?b,561,0.19964349376114082,0.4307692307692308,112,3,260,?a
?c child ?a   ?c spouse ?d   ?b predecessor ?d,?a father ?b,561,0.012477718360071301,0.06930693069306931,7,3,101,?a
?c child ?a   ?c successor ?d   ?d father ?b,?a father ?b,561,0.16934046345811052,0.811965811965812,95,3,117,?a
?c child ?a   ?c successor ?d   ?d predecessor ?b,?a father ?b,561,0.20320855614973263,0.5968586387434555,114,3,191,?a
?c child ?a   ?c spouse ?d   ?b spouse ?d,?a father ?b,561,0.2549019607843137,0.44135802469135804,143,3,324,?a
?c child ?a   ?c successor ?d   ?d parent ?b,?a father ?b,561,0.1319073083778966,0.3894736842105263,74,3,190,?a
?c child ?a   ?c successor ?d   ?b successor ?d,?a father ?b,561,0.2549019607843137,0.6163793103448276,143,3,232,?a
?c child ?a   ?c successor ?d   ?b child ?d,?a father ?b,561,0.2014260249554367,0.5406698564593302,113,3,209,?a
?c child ?a   ?c predecessor ?d   ?d successor ?b,?a father ?b,561,0.17290552584670232,0.6258064516129033,97,3,155,?a
?c child ?a   ?c predecessor ?d   ?d child ?b,?a father ?b,561,0.0873440285204991,0.13243243243243244,49,3,370,?a
?c child ?a   ?c predecessor ?d   ?b parent ?d,?a father ?b,561,0.11586452762923351,0.5,65,3,130,?a
?c child ?a   ?c predecessor ?d   ?b predecessor ?d,?a father ?b,561,0.22459893048128343,0.6774193548387096,126,3,186,?a
?c child ?a   ?c predecessor ?d   ?b father ?d,?a father ?b,561,0.11229946524064172,0.5206611570247934,63,3,121,?a
?c child ?a   ?c predecessor ?d   ?b spouse ?d,?a father ?b,561,0.012477718360071301,0.0546875,7,3,128,?a
?c spouse ?a   ?c spouse ?d   ?d father ?b,?a father ?b,561,0.6809269162210339,0.8883720930232558,382,3,430,?a
?c spouse ?a   ?c spouse ?d   ?d parent ?b,?a father ?b,561,0.5222816399286988,0.465818759936407,293,3,629,?a
?c spouse ?a   ?c spouse ?d   ?d predecessor ?b,?a father ?b,561,0.14260249554367202,0.4878048780487805,80,3,164,?a
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.2816399286987522,0.00033735094105966627,158,3,468355,?a
?c spouse ?a   ?c spouse ?d   ?b child ?d,?a father ?b,561,0.26916221033868093,0.45345345345345345,151,3,333,?a
?c spouse ?a   ?c spouse ?d   ?b successor ?d,?a father ?b,561,0.13368983957219252,0.43352601156069365,75,3,173,?a
?c spouse ?a   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.21568627450980393,0.0008488011560531447,121,3,142554,?a
?c spouse ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.29411764705882354,0.0007394262052647146,165,3,223146,?a
?c predecessor ?a   ?c predecessor ?d   ?d father ?b,?a father ?b,561,0.29590017825311943,0.8924731182795699,166,3,186,?a
?c predecessor ?a   ?c predecessor ?d   ?d predecessor ?b,?a father ?b,561,0.14616755793226383,0.41624365482233505,82,3,197,?a
?c predecessor ?a   ?c predecessor ?d   ?d parent ?b,?a father ?b,561,0.22994652406417113,0.42857142857142855,129,3,301,?a
?c predecessor ?a   ?c predecessor ?d   ?b child ?d,?a father ?b,561,0.16042780748663102,0.4639175257731959,90,3,194,?a
?c predecessor ?a   ?c predecessor ?d   ?b successor ?d,?a father ?b,561,0.1443850267379679,0.3951219512195122,81,3,205,?a
?c predecessor ?a   ?c parent ?d   ?d father ?b,?a father ?b,561,0.14260249554367202,0.6060606060606061,80,3,132,?a
?c predecessor ?a   ?c parent ?d   ?d parent ?b,?a father ?b,561,0.10695187165775401,0.2830188679245283,60,3,212,?a
?c predecessor ?a   ?c parent ?d   ?d predecessor ?b,?a father ?b,561,0.0677361853832442,0.42696629213483145,38,3,89,?a
?c predecessor ?a   ?c parent ?d   ?b successor ?d,?a father ?b,561,0.0748663101604278,0.4421052631578947,42,3,95,?a
?c predecessor ?a   ?c parent ?d   ?b child ?d,?a father ?b,561,0.06951871657754011,0.30708661417322836,39,3,127,?a
?c predecessor ?a   ?c father ?d   ?d father ?b,?a father ?b,561,0.1319073083778966,0.8604651162790697,74,3,86,?a
?c predecessor ?a   ?c father ?d   ?d parent ?b,?a father ?b,561,0.0962566844919786,0.38028169014084506,54,3,142,?a
?c predecessor ?a   ?c father ?d   ?d predecessor ?b,?a father ?b,561,0.06417112299465241,0.4931506849315068,36,3,73,?a
?c predecessor ?a   ?c father ?d   ?b child ?d,?a father ?b,561,0.0659536541889483,0.4805194805194805,37,3,77,?a
?c predecessor ?a   ?c father ?d   ?b successor ?d,?a father ?b,561,0.0659536541889483,0.4868421052631579,37,3,76,?a
?c predecessor ?a   ?c successor ?d   ?d father ?b,?a father ?b,561,0.016042780748663103,0.11842105263157894,9,3,76,?a
?c predecessor ?a   ?c successor ?d   ?d parent ?b,?a father ?b,561,0.0106951871657754,0.039473684210526314,6,3,152,?a
?c predecessor ?a   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.12299465240641712,0.0015155175822003557,69,3,45529,?a
?c predecessor ?a   ?c successor ?d   ?b child ?d,?a father ?b,561,0.012477718360071301,0.05185185185185185,7,3,135,?a
?c predecessor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.1265597147950089,0.00052162924650288,71,3,136112,?a
?c name ?a   ?c name ?d   ?d father ?b,?a father ?b,561,0.1354723707664884,1.0,76,3,76,?a
?c name ?a   ?c name ?d   ?d parent ?b,?a father ?b,561,0.09982174688057041,0.5384615384615384,56,3,104,?a
?c name ?a   ?c name ?d   ?b child ?d,?a father ?b,561,0.026737967914438502,0.3409090909090909,15,3,44,?a
?c name ?a   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.017825311942959002,0.0003943839722353684,10,3,25356,?a
?c name ?a   ?c parent ?d   ?d spouse ?b,?a father ?b,561,0.058823529411764705,0.44594594594594594,33,3,74,?a
?c name ?a   ?c parent ?d   ?b spouse ?d,?a father ?b,561,0.04634581105169341,0.35135135135135137,26,3,74,?a
?c name ?a   ?c mother ?d   ?d spouse ?b,?a father ?b,561,0.05525846702317291,0.7948717948717948,31,3,39,?a
?c name ?a   ?c mother ?d   ?b spouse ?d,?a father ?b,561,0.049910873440285206,0.8235294117647058,28,3,34,?a
?c name ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.053475935828877004,0.000651154714360132,30,3,46072,?a
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.29590017825311943,0.0003770739064856712,166,3,440232,?a
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.7023172905525846,0.0003770739064856712,394,3,1044888,?a
?c parent ?a   ?c parent ?d   ?d father ?b,?a father ?b,561,0.7575757575757576,0.7575757575757576,425,3,561,?a
?c parent ?a   ?c parent ?d   ?d parent ?b,?a father ?b,561,0.5793226381461676,0.40173053152039556,325,3,809,?a
?c parent ?a   ?c parent ?d   ?d predecessor ?b,?a father ?b,561,0.12834224598930483,0.32727272727272727,72,3,220,?a
?c parent ?a   ?c parent ?d   ?b child ?d,?a father ?b,561,0.24777183600713013,0.3483709273182957,139,3,399,?a
?c parent ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,561,0.3315508021390374,0.0006680530563427327,186,3,278421,?a
?c parent ?a   ?c parent ?d   ?b successor ?d,?a father ?b,561,0.13368983957219252,0.32608695652173914,75,3,230,?a
?c parent ?a   ?c father ?d   ?d father ?b,?a father ?b,561,0.40106951871657753,0.7653061224489796,225,3,294,?a
?c parent ?a   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.32798573975044565,0.001107733060413594,184,3,166105,?a
?c parent ?a   ?c father ?d   ?d predecessor ?b,?a father ?b,561,0.0962566844919786,0.3253012048192771,54,3,166,?a
?c parent ?a   ?c father ?d   ?d parent ?b,?a father ?b,561,0.30303030303030304,0.3962703962703963,170,3,429,?a
?c parent ?a   ?c father ?d   ?b successor ?d,?a father ?b,561,0.10338680926916222,0.31351351351351353,58,3,185,?a
?c parent ?a   ?c father ?d   ?b child ?d,?a father ?b,561,0.13725490196078433,0.4031413612565445,77,3,191,?a
?c parent ?a   ?c mother ?d   ?d father ?b,?a father ?b,561,0.2531194295900178,0.6635514018691588,142,3,214,?a
